UnitPrice,SalesQuantity,ReturnQuantity,ProductDivision,ERPMasterGender,MainColorGroupDesc,USSize,OverallRating,ComfortRating,SizeRating,WidthRating,ReviewsCount,ReturnRate
35.4,55,1,Footwear,MNS,gray,10,4,4.3,2.8,2.8,15,0.02
37.94,29,1,Footwear,MNS,gray,13,4,4.3,2.8,2.8,15,0.03
35.56,46,3,Footwear,MNS,gray,8.5,4,4.3,2.8,2.8,15,0.07
36.63,49,1,Footwear,MNS,gray,9,4,4.3,2.8,2.8,15,0.02
37.29,27,2,Footwear,MNS,gray,12,4,4.3,2.8,2.8,15,0.07
36.14,27,1,Footwear,MNS,gray,8,4,4.3,2.8,2.8,15,0.04
41.86,16,1,Footwear,WNS,white,7,3.3,2,2,3,3,0.06
38.96,15,1,Footwear,WNS,white,7.5,3.3,2,2,3,3,0.07
40.85,11,1,Footwear,WNS,white,9,3.3,2,2,3,3,0.09
40.82,3,1,Footwear,WNS,white,11,3.3,2,2,3,3,0.33
38.7,12,2,Footwear,WNS,white,6,3.3,2,2,3,3,0.17
40.35,13,1,Footwear,WNS,white,6.5,3.3,2,2,3,3,0.08
40.71,21,1,Footwear,WNS,white,8,3.3,2,2,3,3,0.05
38.37,15,1,Footwear,WNS,white,8.5,3.3,2,2,3,3,0.07
34.93,24,2,Footwear,MNS,blue,9,1,3.970830217,2.953835227,2.950917797,1,0.08
36.64,20,1,Footwear,MNS,blue,9.5,1,3.970830217,2.953835227,2.950917797,1,0.05
37.72,24,1,Footwear,MNS,blue,10,1,3.970830217,2.953835227,2.950917797,1,0.04
35.16,6,1,Footwear,WNS,black,9.5,4.7,4.8,3.7,3,6,0.17
44.99,4,1,Footwear,WNS,black,7.5,4.7,4.8,3.7,3,6,0.25
36.19,10,1,Footwear,WNS,black,8,4.7,4.8,3.7,3,6,0.1
59.42,47,2,Footwear,MNS,black,13,3.9,4.3,3,3,14,0.04
58.95,27,1,Footwear,MNS,black,14,3.9,4.3,3,3,14,0.04
61.43,23,1,Footwear,MNS,black,7,3.9,4.3,3,3,14,0.04
59.27,144,2,Footwear,MNS,black,9,3.9,4.3,3,3,14,0.01
59.83,172,6,Footwear,MNS,black,9.5,3.9,4.3,3,3,14,0.03
60.36,122,2,Footwear,MNS,black,11,3.9,4.3,3,3,14,0.02
58.88,60,6,Footwear,MNS,black,11.5,3.9,4.3,3,3,14,0.1
60.09,77,1,Footwear,MNS,black,8,3.9,4.3,3,3,14,0.01
59.11,106,2,Footwear,MNS,black,8.5,3.9,4.3,3,3,14,0.02
59.87,161,5,Footwear,MNS,black,10,3.9,4.3,3,3,14,0.03
59.76,154,8,Footwear,MNS,black,10.5,3.9,4.3,3,3,14,0.05
60.43,105,1,Footwear,MNS,black,12,3.9,4.3,3,3,14,0.01
24.99,4,1,Footwear,MNS,orange,10.5,4,4,2,2,1,0.25
23.32,3,2,Footwear,MNS,orange,12,4,4,2,2,1,0.67
29.28,7,1,Footwear,MNS,black,7,3.5,3,4,2.5,2,0.14
43.33,3,1,Footwear,MNS,blue,8,4,4,3,3,2,0.33
53.79,6,3,Footwear,MNS,blue,11.5,4,4,3,3,2,0.5
60.41,6,1,Footwear,MNS,blue,10.5,4,4,3,3,2,0.17
55.99,5,1,Footwear,MNS,blue,11,4,4,3,3,2,0.2
39.88,13,1,Footwear,MNS,white,7,4.1,4.6,3.1,3.2,18,0.08
45.09,5,1,Footwear,MNS,white,10.5,4.1,4.6,3.1,3.2,18,0.2
40.12,32,1,Footwear,MNS,white,11,4.1,4.6,3.1,3.2,18,0.03
29.99,2,1,Footwear,KIDS,black,4.5,4.040326087,3.970830217,2.953835227,2.950917797,0,0.5
100,2,1,Footwear,WNS,white,9,3.5,3.5,3,3,4,0.5
48.32,3,1,Footwear,WNS,black,8.5,3.2,3.6,2.8,2.8,6,0.33
38.49,2,1,Footwear,WNS,black,10,3.2,3.6,2.8,2.8,6,0.5
59.99,2,1,Footwear,MNS,blue,12,4.040326087,3.970830217,2.953835227,2.950917797,0,0.5
50.99,5,1,Footwear,MNS,black,11,4.040326087,3.970830217,2.953835227,2.950917797,0,0.2
44.99,10,1,Footwear,MNS,black,9,4.040326087,3.970830217,2.953835227,2.950917797,0,0.1
70.12,8,1,Footwear,MNS,metallic,13,5,3.970830217,2.953835227,2.950917797,1,0.12
66.22,13,1,Footwear,MNS,metallic,9,5,3.970830217,2.953835227,2.950917797,1,0.08
65.37,15,1,Footwear,MNS,metallic,11,5,3.970830217,2.953835227,2.950917797,1,0.07
67.31,16,1,Footwear,MNS,metallic,10,5,3.970830217,2.953835227,2.950917797,1,0.06
19.71,7,1,Footwear,MNS,blue,9.5,4.040326087,3.970830217,2.953835227,2.950917797,0,0.14
21.82,12,2,Footwear,MNS,blue,8.5,4.040326087,3.970830217,2.953835227,2.950917797,0,0.17
49.99,2,1,Footwear,MNS,black,7.5,4.040326087,3.970830217,2.953835227,2.950917797,0,0.5
57.33,3,1,Footwear,MNS,black,8.5,4.040326087,3.970830217,2.953835227,2.950917797,0,0.33
49,2,1,Footwear,MNS,black,10.5,4.040326087,3.970830217,2.953835227,2.950917797,0,0.5
55.99,5,2,Footwear,MNS,black,9.5,4.040326087,3.970830217,2.953835227,2.950917797,0,0.4
62.54,36,2,Footwear,WNS,black,11,4.2,4.4,3.1,3.3,13,0.06
52.17,17,1,Footwear,WNS,black,5.5,4.2,4.4,3.1,3.3,13,0.06
60.85,18,2,Footwear,WNS,black,6,4.2,4.4,3.1,3.3,13,0.11
59.66,87,3,Footwear,WNS,black,7.5,4.2,4.4,3.1,3.3,13,0.03
58.36,94,6,Footwear,WNS,black,8,4.2,4.4,3.1,3.3,13,0.06
60.74,65,1,Footwear,WNS,black,9.5,4.2,4.4,3.1,3.3,13,0.02
60.42,74,2,Footwear,WNS,black,10,4.2,4.4,3.1,3.3,13,0.03
60.59,44,1,Footwear,WNS,black,6.5,4.2,4.4,3.1,3.3,13,0.02
59.21,55,5,Footwear,WNS,black,7,4.2,4.4,3.1,3.3,13,0.09
59.47,102,5,Footwear,WNS,black,8.5,4.2,4.4,3.1,3.3,13,0.05
60.8,86,4,Footwear,WNS,black,9,4.2,4.4,3.1,3.3,13,0.05
22.89,18,2,Footwear,KIDS,blue,5.5,4.040326087,3.970830217,2.953835227,2.950917797,0,0.11
21.15,52,2,Footwear,KIDS,blue,9,4.040326087,3.970830217,2.953835227,2.950917797,0,0.04
24.17,35,2,Footwear,KIDS,blue,7,4.040326087,3.970830217,2.953835227,2.950917797,0,0.06
22.86,54,1,Footwear,KIDS,blue,8,4.040326087,3.970830217,2.953835227,2.950917797,0,0.02
84.99,2,1,Footwear,WNS,black,8.5,5,3,3,3,2,0.5
21.61,13,1,Footwear,MNS,black,10.5,4.040326087,3.970830217,2.953835227,2.950917797,0,0.08
20.06,15,1,Footwear,MNS,black,9.5,4.040326087,3.970830217,2.953835227,2.950917797,0,0.07
20.08,24,1,Footwear,MNS,black,10,4.040326087,3.970830217,2.953835227,2.950917797,0,0.04
25.26,13,1,Footwear,KIDS,black,10,4.040326087,3.970830217,2.953835227,2.950917797,0,0.08
62,3,1,Footwear,MNS,green,9,4.040326087,3.970830217,2.953835227,2.950917797,0,0.33
59.99,4,1,Footwear,MNS,green,10.5,4.040326087,3.970830217,2.953835227,2.950917797,0,0.25
23.46,13,1,Footwear,KIDS,blue,10,4.040326087,3.970830217,2.953835227,2.950917797,0,0.08
21.71,21,1,Footwear,KIDS,blue,9,4.040326087,3.970830217,2.953835227,2.950917797,0,0.05
20.09,10,3,Footwear,MNS,orange,8,4.040326087,3.970830217,2.953835227,2.950917797,0,0.3
19.61,12,1,Footwear,MNS,orange,9,4.040326087,3.970830217,2.953835227,2.950917797,0,0.08
129.99,5,1,Footwear,MNS,black,12,3.3,4,3,3,3,0.2
143.99,10,1,Footwear,MNS,black,9,3.3,4,3,3,3,0.1
135.49,8,1,Footwear,MNS,black,11,3.3,4,3,3,3,0.12
143.99,5,1,Footwear,MNS,black,13,3.3,4,3,3,3,0.2
139.7,14,1,Footwear,MNS,black,9.5,3.3,4,3,3,3,0.07
149.99,6,1,Footwear,MNS,black,8,3.3,4,3,3,3,0.17
76.87,8,1,Footwear,MNS,gray,11.5,5,3.970830217,2.953835227,2.950917797,1,0.12
63.94,9,1,Footwear,MNS,white,8,2.7,3.5,3.5,3,3,0.11
57.67,14,1,Footwear,MNS,black,10,2.7,3.5,3.5,3,3,0.07
63.1,19,1,Footwear,MNS,white,9.5,2.7,3.5,3.5,3,3,0.05
58.28,19,2,Footwear,MNS,white,11,2.7,3.5,3.5,3,3,0.11
62.8,5,1,Footwear,MNS,gray,7,5,3.970830217,3,2.950917797,1,0.2
63.97,21,1,Footwear,MNS,black,8.5,5,4.5,3,3.5,3,0.05
61.81,11,1,Footwear,MNS,black,9,5,3.970830217,3,2.950917797,1,0.09
69.69,31,2,Footwear,MNS,black,9,5,4.5,3,3.5,3,0.06
70,6,1,Footwear,MNS,gray,8.5,5,3.970830217,3,2.950917797,1,0.17
57.41,15,2,Footwear,MNS,white,8.5,2.7,3.5,3.5,3,3,0.13
72,18,1,Footwear,MNS,black,8,5,4.5,3,3.5,3,0.06
59.72,20,2,Footwear,MNS,white,12,2.7,3.5,3.5,3,3,0.1
67.38,9,1,Footwear,MNS,black,9,5,4.5,3,3.5,3,0.11
64.99,3,1,Footwear,WNS,pink,6.5,3.5,3,3,3.5,2,0.33
71.44,27,1,Footwear,MNS,black,9.5,5,4.5,3,3.5,3,0.04
57.1,4,1,Footwear,MNS,black,10,5,4.5,3,3.5,3,0.25
58.08,12,1,Footwear,MNS,black,9.5,5,3.970830217,3,2.950917797,1,0.08
59.96,41,5,Footwear,MNS,black,10,5,4.5,3,3.5,3,0.12
60.28,14,1,Footwear,MNS,white,11.5,2.7,3.5,3.5,3,3,0.07
64.83,31,2,Footwear,MNS,black,11,5,4.5,3,3.5,3,0.06
56.74,7,1,Footwear,MNS,gray,12,5,3.970830217,3,2.950917797,1,0.14
63.39,20,3,Footwear,MNS,white,9,2.7,3.5,3.5,3,3,0.15
64.66,22,1,Footwear,MNS,white,10.5,2.7,3.5,3.5,3,3,0.05
66.2,10,2,Footwear,MNS,black,7,5,4.5,3,3.5,3,0.2
67.62,4,1,Footwear,MNS,black,8.5,5,3.970830217,3,2.950917797,1,0.25
62.16,15,3,Footwear,MNS,white,13,2.7,3.5,3.5,3,3,0.2
66.24,8,1,Footwear,MNS,black,12,5,3.970830217,3,2.950917797,1,0.12
72.25,22,2,Footwear,MNS,black,12,5,4.5,3,3.5,3,0.09
62.22,9,1,Footwear,MNS,black,10.5,5,4.5,3,3.5,3,0.11
62.4,18,1,Footwear,MNS,black,12,5,4.5,3,3.5,3,0.06
61.83,3,1,Footwear,MNS,black,8.5,5,4.5,3,3.5,3,0.33
61.12,4,1,Footwear,MNS,gray,10.5,5,3.970830217,3,2.950917797,1,0.25
63.18,22,6,Footwear,MNS,black,11.5,5,4.5,3,3.5,3,0.27
67.44,9,2,Footwear,WNS,white,11,4.7,3,3,2,3,0.22
56.24,32,1,Footwear,WNS,black,6,4.7,3,3,2,3,0.03
63.33,14,2,Footwear,WNS,white,10,4.7,3,3,2,3,0.14
71.07,44,5,Footwear,WNS,black,7.5,4.7,3,3,2,3,0.11
68.27,31,1,Footwear,WNS,black,8.5,4.7,3,3,2,3,0.03
63.85,20,1,Footwear,WNS,white,9,4.7,3,3,2,3,0.05
69.24,48,3,Footwear,WNS,black,7,4.7,3,3,2,3,0.06
61.7,47,3,Footwear,WNS,black,6.5,4.7,3,3,2,3,0.06
61.1,19,1,Footwear,WNS,black,9,4.040326087,3.970830217,2.953835227,2.950917797,0,0.05
57.31,27,2,Footwear,WNS,white,8.5,4.7,3,3,2,3,0.07
67.7,15,1,Footwear,WNS,white,9,4.040326087,3.970830217,2.953835227,2.950917797,0,0.07
60.52,20,1,Footwear,WNS,white,7.5,4.7,3,3,2,3,0.05
69.06,16,2,Footwear,WNS,black,9,4.7,3,3,2,3,0.12
71.14,24,1,Footwear,MNS,black,10.5,3,3.970830217,2.953835227,2.950917797,2,0.04
58.74,25,2,Footwear,WNS,white,8,4.040326087,3.970830217,2.953835227,2.950917797,0,0.08
63.55,29,1,Footwear,WNS,white,8,4.7,3,3,2,3,0.03
66.93,17,1,Footwear,MNS,black,10,3,3.970830217,2.953835227,2.950917797,2,0.06
74.64,7,1,Footwear,WNS,black,11,4.040326087,3.970830217,2.953835227,2.950917797,0,0.14
60.46,15,3,Footwear,WNS,black,8.5,4.040326087,3.970830217,2.953835227,2.950917797,0,0.2
69.74,6,1,Footwear,MNS,black,14,3,3.970830217,2.953835227,2.950917797,2,0.17
60.64,14,2,Footwear,WNS,black,10,4.040326087,3.970830217,2.953835227,2.950917797,0,0.14
63.05,18,1,Footwear,WNS,black,7,4.040326087,3.970830217,2.953835227,2.950917797,0,0.06
63.46,17,1,Footwear,WNS,white,7,4.040326087,3.970830217,2.953835227,2.950917797,0,0.06
64.59,9,2,Footwear,WNS,white,6,4.040326087,3.970830217,2.953835227,2.950917797,0,0.22
72.69,13,2,Footwear,MNS,black,11.5,3,3.970830217,2.953835227,2.950917797,2,0.15
67.24,25,1,Footwear,WNS,black,8,4.040326087,3.970830217,2.953835227,2.950917797,0,0.04
67.06,15,1,Footwear,MNS,gray,9,3,3.970830217,2.953835227,2.950917797,2,0.07
68.91,4,1,Footwear,WNS,white,5.5,4.040326087,3.970830217,2.953835227,2.950917797,0,0.25
61.66,18,1,Footwear,WNS,white,8.5,4.040326087,3.970830217,2.953835227,2.950917797,0,0.06
68.62,4,1,Footwear,WNS,black,5.5,4.040326087,3.970830217,2.953835227,2.950917797,0,0.25
61.39,14,2,Footwear,WNS,black,7.5,4.040326087,3.970830217,2.953835227,2.950917797,0,0.14
68.83,20,2,Footwear,WNS,white,7.5,4.040326087,3.970830217,2.953835227,2.950917797,0,0.1
64.05,8,1,Footwear,MNS,gray,8.5,3,3.970830217,2.953835227,2.950917797,2,0.12
62.35,11,1,Footwear,MNS,gray,9.5,3,3.970830217,2.953835227,2.950917797,2,0.09
65.99,17,1,Footwear,MNS,black,9,3,3.970830217,2.953835227,2.950917797,2,0.06
64.11,4,2,Footwear,MNS,gray,8,3,3.970830217,2.953835227,2.950917797,2,0.5
67.69,15,1,Footwear,MNS,black,8.5,3,3.970830217,2.953835227,2.950917797,2,0.07
62.74,12,3,Footwear,MNS,gray,11.5,3,3.970830217,2.953835227,2.950917797,2,0.25
67.64,17,2,Footwear,MNS,black,11,3,3.970830217,2.953835227,2.950917797,2,0.12
67.22,19,1,Footwear,MNS,black,9.5,3,3.970830217,2.953835227,2.950917797,2,0.05
94.99,6,1,Apparel,MNS,blue,L,5,4,4,2.950917797,1,0.17
58.99,6,1,Apparel,MNS,blue,XXL,5,3.970830217,2.953835227,2.950917797,1,0.17
65.14,14,2,Apparel,MNS,blue,S,5,3.970830217,2.953835227,2.950917797,1,0.14
59.03,31,2,Apparel,MNS,blue,M,5,3.970830217,2.953835227,2.950917797,1,0.06
67.5,2,1,Apparel,WNS,blue,M,4.040326087,3.970830217,2.953835227,2.950917797,0,0.5
54.99,3,1,Apparel,WNS,blue,S,4.040326087,3.970830217,2.953835227,2.950917797,0,0.33
25.64,2,1,Apparel,MNS,blue,S,4.040326087,3.970830217,2.953835227,2.950917797,0,0.5
62.09,22,1,Apparel,MNS,black,L,5,4,2.5,2.5,2,0.05
66.28,7,2,Apparel,MNS,white,S,5,4,2.5,2.5,2,0.29
59.99,2,1,Apparel,MNS,white,XS,5,4,2.5,2.5,2,0.5
30.41,74,2,Footwear,WNS,black,8,4.3,3.970830217,3,1,3,0.03
30.13,62,1,Footwear,WNS,black,7,4.3,3.970830217,3,1,3,0.02
31.32,59,1,Footwear,WNS,black,9,4.3,3.970830217,3,1,3,0.02
29.19,37,3,Footwear,WNS,black,6,4.3,3.970830217,3,1,3,0.08
34.53,13,2,Apparel,WNS,black,S,4.040326087,3.970830217,2.953835227,2.950917797,0,0.15
36.26,13,1,Apparel,WNS,black,L,4.040326087,3.970830217,2.953835227,2.950917797,0,0.08
34.95,63,1,Apparel,WNS,black,M,4.040326087,3.970830217,2.953835227,2.950917797,0,0.02
33.97,51,5,Apparel,WNS,black,S,4.040326087,3.970830217,2.953835227,2.950917797,0,0.1
34,14,3,Apparel,WNS,black,XS,4.040326087,3.970830217,2.953835227,2.950917797,0,0.21
35.06,36,1,Apparel,WNS,black,L,4.040326087,3.970830217,2.953835227,2.950917797,0,0.03
39.18,22,2,Apparel,WNS,black,S,3.5,1,1,2.950917797,2,0.09
41.8,36,2,Apparel,MNS,black,L,4.040326087,3.970830217,2.953835227,2.950917797,0,0.06
42.21,33,1,Apparel,MNS,black,M,4.040326087,3.970830217,2.953835227,2.950917797,0,0.03
42.21,13,1,Apparel,MNS,black,S,4.040326087,3.970830217,2.953835227,2.950917797,0,0.08
50.02,35,2,Apparel,MNS,gray,M,4.040326087,3.970830217,2.953835227,2.950917797,0,0.06
53.3,13,3,Apparel,MNS,gray,XXL,4.040326087,3.970830217,2.953835227,2.950917797,0,0.23
48.1,42,1,Apparel,MNS,gray,L,4.040326087,3.970830217,2.953835227,2.950917797,0,0.02
46.69,23,1,Apparel,MNS,gray,XL,4.040326087,3.970830217,2.953835227,2.950917797,0,0.04
54.99,5,1,Apparel,MNS,yellow,S,4.040326087,3.970830217,2.953835227,2.950917797,0,0.2
24.93,5,1,Apparel,MNS,black,M,4.040326087,3.970830217,2.953835227,2.950917797,0,0.2
48.66,35,2,Apparel,MNS,black,M,4.040326087,3.970830217,2.953835227,2.950917797,0,0.06
48.24,20,1,Apparel,MNS,black,S,4.040326087,3.970830217,2.953835227,2.950917797,0,0.05
42.99,44,1,Apparel,MNS,black,L,4.040326087,3.970830217,2.953835227,2.950917797,0,0.02
39.42,44,2,Apparel,MNS,black,L,5,4,3,3,2,0.05
39.69,19,3,Apparel,MNS,black,XL,5,4,3,3,2,0.16
40.72,44,2,Apparel,MNS,black,M,5,4,3,3,2,0.05
40.56,21,2,Apparel,MNS,black,S,5,4,3,3,2,0.1
47.92,7,1,Apparel,MNS,black,XL,4.040326087,3.970830217,2.953835227,2.950917797,0,0.14
48.14,17,1,Apparel,MNS,black,M,4.040326087,3.970830217,2.953835227,2.950917797,0,0.06
49.47,12,1,Apparel,MNS,black,XL,4.040326087,3.970830217,2.953835227,2.950917797,0,0.08
49.2,7,1,Apparel,MNS,black,S,4.040326087,3.970830217,2.953835227,2.950917797,0,0.14
54.99,10,1,Apparel,MNS,black,XXL,4.040326087,3.970830217,2.953835227,2.950917797,0,0.1
46.8,16,1,Apparel,MNS,black,M,4.040326087,3.970830217,2.953835227,2.950917797,0,0.06
48.45,22,1,Apparel,MNS,black,L,4.040326087,3.970830217,2.953835227,2.950917797,0,0.05
58.5,12,1,Apparel,MNS,white,L,5,3.970830217,3,2.950917797,1,0.08
61.91,15,1,Apparel,MNS,white,M,5,3.970830217,3,2.950917797,1,0.07
44.02,15,1,Apparel,MNS,white,M,4.040326087,3.970830217,2.953835227,2.950917797,0,0.07
61.66,3,1,Apparel,MNS,white,XXL,4.040326087,3.970830217,2.953835227,2.950917797,0,0.33
36.99,2,1,Apparel,MNS,red,XXL,4.040326087,3.970830217,2.953835227,2.950917797,0,0.5
39.55,6,2,Apparel,MNS,red,M,4.040326087,3.970830217,2.953835227,2.950917797,0,0.33
44.99,12,1,Apparel,MNS,red,XL,4.040326087,3.970830217,2.953835227,2.950917797,0,0.08
49.95,25,3,Apparel,MNS,red,M,4.040326087,3.970830217,2.953835227,2.950917797,0,0.12
40.9,10,1,Apparel,MNS,red,M,4.040326087,3.970830217,2.953835227,2.950917797,0,0.1
42.99,3,1,Apparel,MNS,white,XL,4.040326087,3.970830217,2.953835227,2.950917797,0,0.33
46.65,3,1,Apparel,KIDS,black,M,4.040326087,3.970830217,2.953835227,2.950917797,0,0.33
65.45,46,1,Apparel,MNS,red,L,1,3.970830217,2.953835227,2.950917797,1,0.02
60.66,19,1,Apparel,MNS,red,XXL,1,3.970830217,2.953835227,2.950917797,1,0.05
70.41,17,1,Apparel,MNS,red,M,1,3.970830217,2.953835227,2.950917797,1,0.06
63.65,24,1,Apparel,MNS,white,L,1,3.970830217,2.953835227,2.950917797,1,0.04
63.99,6,1,Apparel,MNS,white,S,1,3.970830217,2.953835227,2.950917797,1,0.17
46.92,48,3,Apparel,MNS,beige,L,5,5,3,3,1,0.06
47.71,7,1,Apparel,MNS,beige,S,5,5,3,3,1,0.14
35.99,2,1,Apparel,MNS,blue,L,4.040326087,3.970830217,2.953835227,2.950917797,0,0.5
48.78,21,1,Apparel,MNS,gray,L,4.040326087,3.970830217,2.953835227,2.950917797,0,0.05
58.36,11,1,Apparel,MNS,gray,XL,4.040326087,3.970830217,2.953835227,2.950917797,0,0.09
50.02,13,2,Apparel,MNS,gray,M,4.040326087,3.970830217,2.953835227,2.950917797,0,0.15
45.49,9,2,Apparel,MNS,blue,S,4.040326087,3.970830217,2.953835227,2.950917797,0,0.22
47.36,18,1,Apparel,MNS,white,S,3.5,1,4,3,2,0.06
48.02,34,3,Apparel,MNS,white,M,3.5,1,4,3,2,0.09
44.56,21,1,Apparel,MNS,white,L,4.040326087,3.970830217,2.953835227,2.950917797,0,0.05
50.26,19,1,Apparel,MNS,white,M,4.040326087,3.970830217,2.953835227,2.950917797,0,0.05
56.97,8,1,Apparel,MNS,white,XXL,4.040326087,3.970830217,2.953835227,2.950917797,0,0.12
35,4,1,Apparel,MNS,blue,S,5,5,3,3,1,0.25
53.33,3,1,Apparel,MNS,blue,XXL,5,5,3,3,1,0.33
41.19,20,2,Apparel,MNS,blue,M,5,5,3,3,1,0.1
41.24,22,2,Apparel,WNS,pink,M,4.040326087,3.970830217,2.953835227,2.950917797,0,0.09
40.68,26,2,Apparel,MNS,blue,M,5,5,3,3,1,0.08
40.49,16,2,Apparel,MNS,blue,L,5,5,3,3,1,0.12
41.35,21,1,Apparel,WNS,black,L,4.040326087,3.970830217,2.953835227,2.950917797,0,0.05
39.02,22,1,Apparel,WNS,black,M,4.040326087,3.970830217,2.953835227,2.950917797,0,0.05
37.76,7,1,Apparel,WNS,black,S,4.040326087,3.970830217,2.953835227,2.950917797,0,0.14
40.94,23,3,Apparel,MNS,white,M,5,5,3,3,1,0.13
45.99,10,1,Apparel,MNS,white,S,5,5,3,3,1,0.1
42.21,15,1,Apparel,MNS,white,L,5,5,3,3,1,0.07
29.54,24,3,Apparel,WNS,black,XL,5,3.970830217,2.953835227,2.950917797,1,0.12
31.6,22,1,Apparel,WNS,black,S,5,3.970830217,2.953835227,2.950917797,1,0.05
27.07,10,4,Apparel,WNS,black,XS,5,3.970830217,2.953835227,2.950917797,1,0.4
29.13,38,2,Apparel,WNS,black,M,5,3.970830217,2.953835227,2.950917797,1,0.05
39.08,3,1,Apparel,MNS,black,XL,4.040326087,3.970830217,2.953835227,2.950917797,0,0.33
42.4,5,1,Apparel,MNS,black,M,4.040326087,3.970830217,2.953835227,2.950917797,0,0.2
35.4,17,1,Apparel,WNS,black,M,4.040326087,3.970830217,2.953835227,2.950917797,0,0.06
52.74,12,2,Apparel,MNS,blue,S,4.040326087,3.970830217,2.953835227,2.950917797,0,0.17
48.87,33,2,Apparel,MNS,blue,M,4.040326087,3.970830217,2.953835227,2.950917797,0,0.06
49.9,8,1,Apparel,MNS,black,M,4.040326087,3.970830217,2.953835227,2.950917797,0,0.12
23.39,17,1,Apparel,KIDS,gray,2T,4.040326087,3.970830217,2.953835227,2.950917797,0,0.06
9.89,10,1,Apparel,KIDS,black,4T,4.040326087,3.970830217,2.953835227,2.950917797,0,0.1
32.86,7,1,Apparel,KIDS,blue,4T,4.040326087,3.970830217,2.953835227,2.950917797,0,0.14
26.62,10,1,Apparel,KIDS,blue,2T,4.040326087,3.970830217,2.953835227,2.950917797,0,0.1
15.88,10,1,Apparel,KIDS,black,L,4.040326087,3.970830217,2.953835227,2.950917797,0,0.1
25.41,12,1,Apparel,KIDS,pink,3T,4.040326087,3.970830217,2.953835227,2.950917797,0,0.08
23.84,13,1,Apparel,KIDS,pink,4T,4.040326087,3.970830217,2.953835227,2.950917797,0,0.08
27.19,9,1,Apparel,KIDS,black,L,4.040326087,3.970830217,2.953835227,2.950917797,0,0.11
22.85,9,1,Apparel,KIDS,black,3T,4.040326087,3.970830217,2.953835227,2.950917797,0,0.11
23.49,16,1,Apparel,KIDS,gray,2T,4.040326087,3.970830217,2.953835227,2.950917797,0,0.06
34.18,7,1,Apparel,KIDS,pink,18M,4.040326087,3.970830217,2.953835227,2.950917797,0,0.14
9.76,10,1,Apparel,WNS,white,XL,4.040326087,3.970830217,2.953835227,2.950917797,0,0.1
9.94,35,1,Apparel,WNS,white,M,4.040326087,3.970830217,2.953835227,2.950917797,0,0.03
10.37,51,1,Apparel,WNS,white,S,4.040326087,3.970830217,2.953835227,2.950917797,0,0.02
23.56,7,1,Apparel,WNS,black,M,3.1,5,3.2,3.3,7,0.14
23.13,7,1,Apparel,WNS,black,XL,4.2,4.5,2.7,3,5,0.14
11.24,14,2,Apparel,WNS,pink,XS,4.040326087,3.970830217,2.953835227,2.950917797,0,0.14
10.31,62,1,Apparel,WNS,pink,M,4.040326087,3.970830217,2.953835227,2.950917797,0,0.02
9.81,55,3,Apparel,WNS,pink,S,4.040326087,3.970830217,2.953835227,2.950917797,0,0.05
21.58,19,1,Apparel,WNS,gray,M,3.1,5,3.2,3.3,7,0.05
23,6,1,Apparel,MNS,white,S,4.040326087,3.970830217,2.953835227,2.950917797,0,0.17
9.76,64,1,Apparel,WNS,white,S,4.040326087,3.970830217,2.953835227,2.950917797,0,0.02
10.3,75,1,Apparel,WNS,white,M,4.040326087,3.970830217,2.953835227,2.950917797,0,0.01
22.3,65,1,Apparel,WNS,white,L,3.1,5,3.2,3.3,7,0.02
24.83,9,1,Apparel,WNS,white,XL,3.1,5,3.2,3.3,7,0.11
22.75,103,3,Apparel,WNS,white,M,3.1,5,3.2,3.3,7,0.03
29.99,3,1,Apparel,WNS,black,XS,5,5,3,2.950917797,4,0.33
28.59,39,2,Apparel,WNS,pink,M,4.040326087,3.970830217,2.953835227,2.950917797,0,0.05
28.99,5,1,Apparel,WNS,pink,XS,4.040326087,3.970830217,2.953835227,2.950917797,0,0.2
29.18,17,2,Apparel,WNS,pink,S,4.040326087,3.970830217,2.953835227,2.950917797,0,0.12
31.44,25,1,Apparel,WNS,pink,L,4.040326087,3.970830217,2.953835227,2.950917797,0,0.04
23.76,3,1,Apparel,MNS,orange,XXL,4.040326087,3.970830217,2.953835227,2.950917797,0,0.33
10.53,71,1,Apparel,WNS,green,M,4.040326087,3.970830217,2.953835227,2.950917797,0,0.01
12.17,11,1,Apparel,WNS,green,XXL,4.040326087,3.970830217,2.953835227,2.950917797,0,0.09
20.66,3,1,Apparel,MNS,white,S,4.040326087,3.970830217,2.953835227,2.950917797,0,0.33
19.89,9,1,Apparel,MNS,white,L,4.040326087,3.970830217,2.953835227,2.950917797,0,0.11
19.73,12,1,Apparel,MNS,white,XL,4.040326087,3.970830217,2.953835227,2.950917797,0,0.08
32.65,27,1,Apparel,WNS,black,S,1,2,4,4,1,0.04
33.96,14,2,Apparel,WNS,black,XS,1,2,4,4,1,0.14
34.12,32,2,Apparel,WNS,black,XL,1,2,4,4,1,0.06
32.14,14,1,Apparel,WNS,pink,M,1,2,4,4,1,0.07
30.09,5,1,Apparel,WNS,pink,S,1,2,4,4,1,0.2
30.67,6,1,Apparel,WNS,pink,XS,1,2,4,4,1,0.17
18.34,8,1,Apparel,MNS,blue,S,4.040326087,3.970830217,2.953835227,2.950917797,0,0.12
